Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
11/029,2011-03-08,4,15,23,33,37,47,22,,3,3,5,1,1,1,1,2,1,1,8000000.00,3,532680.00,46,92640.00,117,9600.00,2393.2,640.00,3665.2,320.00,48107.3,40.00,32332300
11/028,2011-03-05,2,7,16,25,29,34,10,,3,3,3,3,2,1,2,1,0,1,27508640.00,7,299360.00,112.7,49580.00,241,9600.00,4717.7,640.00,6910.8,320.00,76727,40.00,48084311
11/027,2011-03-03,8,9,13,17,33,49,30,,4,2,5,1,2,2,0,1,1,0,0.00,1,1859250.00,86.5,57310.00,198,9600.00,4980.2,640.00,5629.6,320.00,90978.9,40.00,44721597
11/026,2011-03-01,4,25,30,41,43,45,29,,1,5,4,2,1,0,2,0,3,0,0.00,1.5,1384590.00,57.5,96310.00,143,9600.00,2804,640.00,3802.4,320.00,55266.9,40.00,40389120
11/025,2011-02-26,1,24,28,33,37,47,49,,2,4,4,2,1,0,2,2,1,0,0.00,0,0.00,36.5,103270.00,125.5,9600.00,2188.6,640.00,3161.5,320.00,45567.2,40.00,29250840
11/024,2011-02-24,7,26,27,29,30,41,44,,1,5,4,2,1,0,4,0,1,1,17303460.00,0,0.00,61,85380.00,125.5,9600.00,3672.2,640.00,3849.7,320.00,68018.9,40.00,40402605
11/023,2011-02-22,3,8,21,22,28,48,5,,4,2,2,4,2,0,3,0,1,0,0.00,3.5,327960.00,129,23720.00,415,9600.00,6903.9,640.00,8970.7,320.00,92611.4,40.00,38932125
11/022,2011-02-19,13,16,18,23,34,42,40,,4,2,2,4,0,3,1,1,1,0,0.00,2.5,587340.00,35,111870.00,90,9600.00,2179.6,640.00,2447.6,320.00,41284.7,40.00,28612695
11/021,2011-02-17,9,24,25,30,35,37,45,,2,4,4,2,1,0,3,2,0,1,23115220.00,2,1165120.00,85,73100.00,134.5,9600.00,3657.4,640.00,5031,320.00,71450.9,40.00,46613470
11/020,2011-02-15,16,17,18,27,38,41,30,,3,3,3,3,0,3,1,1,1,0,0.00,0.5,939750.00,41,122240.00,122.5,9600.00,3211,640.00,3466.6,320.00,57996.6,40.00,37832411
11/019,2011-02-13,10,13,20,24,37,47,16,20,4,2,3,3,1,2,1,1,1,0.5,9546225.00,1,2134130.00,71.5,79590.00,149,9600.00,3820.7,640.00,4439.9,320.00,68844.1,40.00,43860802
11/018,2011-02-10,2,3,9,18,20,36,12,,5,1,2,4,3,2,0,1,0,0,0.00,0,0.00,112.5,27790.00,414.2,9600.00,5794.5,640.00,9537.9,320.00,86314.2,40.00,39767865
11/017,2011-02-08,11,21,27,28,32,34,17,27,2,4,3,3,0,1,3,2,0,0,0.00,1,1496900.00,45.9,86960.00,178.5,9600.00,2653.9,640.00,5083.7,320.00,51032,40.00,33419499
11/016,2011-02-06,1,2,16,27,31,47,19,,3,3,4,2,2,1,1,1,1,2,25678290.00,0.5,1669570.00,119,93530.00,324.5,9600.00,6911.1,640.00,9918.2,320.00,134752.5,40.00,86445363
11/015,2011-02-03,6,8,10,28,36,37,21,8,3,3,1,5,3,0,1,2,0,0,0.00,1,1103570.00,96.7,30430.00,207.7,9600.00,4480.3,640.00,5092.7,320.00,73012.9,40.00,32400524
11/014,2011-02-01,1,8,22,32,46,48,9,8,3,3,1,5,2,0,1,1,2,0,0.00,1.5,1017110.00,77,52830.00,188.5,9600.00,3688.1,640.00,6131.1,320.00,64122.8,40.00,36803494
11/013,2011-01-29,5,8,9,10,29,49,46,29,4,2,4,2,4,0,1,0,1,1.5,22846740.00,5,363500.00,226.5,21390.00,298.5,9600.00,9884.4,640.00,6662.5,320.00,137862.7,40.00,55839467
11/012,2011-01-27,1,6,14,25,29,35,48,14,3,3,4,2,2,1,2,1,0,0,0.00,0,0.00,56,113490.00,146,9600.00,3975.4,640.00,4506.5,320.00,81953.6,40.00,48381942
11/011,2011-01-25,9,14,16,17,21,26,20,,5,1,3,3,1,3,2,0,0,0,0.00,1.5,1339950.00,63,85070.00,188.5,9600.00,3900.1,640.00,4887.2,320.00,72124.6,40.00,43480285
11/010,2011-01-22,1,15,30,39,45,49,37,30,2,4,5,1,1,1,1,1,2,0,0.00,1,1751490.00,41,113910.00,98,9600.00,2494,640.00,2870.7,320.00,49220.9,40.00,33807220
11/009,2011-01-20,5,21,28,30,37,42,48,21,2,4,3,3,1,0,3,1,1,0,0.00,1.5,1084850.00,44,98620.00,70,9600.00,1987.9,640.00,2573,320.00,43381.6,40.00,30415429
11/008,2011-01-18,9,15,21,31,33,41,37,31,3,3,6,0,1,1,1,2,1,1,15268480.00,2,963460.00,59.5,86360.00,165.7,9600.00,3691.2,640.00,4261.7,320.00,64958.5,40.00,40799809
11/007,2011-01-15,13,18,29,31,32,46,2,,2,4,3,3,0,2,1,2,1,0,0.00,0,0.00,25.5,155570.00,73,9600.00,2025.5,640.00,2434.2,320.00,40348.8,40.00,28312668
11/006,2011-01-13,17,19,25,36,40,44,10,,2,4,3,3,0,2,1,2,1,1.5,30528930.00,1.5,2257680.00,110.5,81720.00,230.5,9600.00,5173.1,640.00,6799.8,320.00,94709,40.00,67217735
11/005,2011-01-11,1,2,29,37,42,48,38,,2,4,3,3,2,0,1,1,2,0,0.00,3,1093690.00,69.5,125890.00,264.5,9600.00,4686.5,640.00,6892.2,320.00,92991.8,40.00,65742705
11/004,2011-01-08,10,12,18,21,27,33,4,,4,2,3,3,1,2,2,1,0,0,0.00,0.5,760110.00,102.5,39550.00,332.2,9600.00,5481,640.00,8108.8,320.00,90031.3,40.00,44500350
11/003,2011-01-06,4,7,14,15,19,26,43,4,5,1,3,3,2,3,1,0,0,0.5,20469770.00,2,1454740.00,118,65750.00,258.5,9600.00,6861.2,640.00,6656,320.00,121207.1,40.00,65122179
11/002,2011-01-04,4,9,16,20,38,39,40,"20,39",4,2,2,4,2,2,0,2,0,0,0.00,1,2334040.00,109,57100.00,277,9600.00,5535.7,640.00,7128.9,320.00,101388.3,40.00,54885360
11/001,2011-01-02,1,13,20,24,37,39,3,"13,20,39",4,2,4,2,1,2,1,2,0,0,0.00,0.5,1183015.00,64,98580.00,202.5,9600.00,3445.9,640.00,6874.5,320.00,67857.3,40.00,48883539
10/152,2010-12-30,4,13,18,20,36,39,12,36,4,2,2,4,1,3,0,2,0,0,0.00,4,400410.00,60,71180.00,345.4,9600.00,3294.4,640.00,7231.8,320.00,59430.4,40.00,40461626
10/151,2010-12-28,8,23,28,31,36,37,12,,2,4,3,3,1,0,2,3,0,0,0.00,4,318150.00,49,69250.00,292.5,9600.00,3695.8,640.00,6213.8,320.00,64878.8,40.00,35333464
10/150,2010-12-25,1,2,4,13,43,48,11,4,4,2,3,3,3,1,0,0,2,0,0.00,1.5,910380.00,42,86700.00,140.5,9600.00,3021,640.00,4792.7,320.00,56876.3,40.00,31657679
10/149,2010-12-22,3,4,15,24,35,41,36,"4,41",4,2,4,2,2,1,1,1,1,1,47624870.00,0,0.00,98,114510.00,312.5,9600.00,6379,640.00,9040.9,320.00,121976.2,40.00,84601264
10/148,2010-12-20,4,5,12,16,18,41,7,,5,1,2,4,2,3,0,0,1,0,0.00,3,502200.00,48,83700.00,202.5,9600.00,3150.2,640.00,5666.6,320.00,58960.4,40.00,35498735
10/147,2010-12-18,15,19,34,39,44,45,23,19,2,4,4,2,0,2,0,2,2,0,0.00,0,0.00,31.5,159820.00,129.5,9600.00,2296.5,640.00,3781.6,320.00,43959.8,40.00,36134015
10/146,2010-12-16,12,13,18,19,27,29,10,29,4,2,4,2,0,4,2,0,0,0,0.00,2,651050.00,69.5,49960.00,206.5,9600.00,3491.9,640.00,5305,320.00,58711.1,40.00,32967763
10/145,2010-12-14,3,7,28,29,38,48,40,,2,4,3,3,2,0,2,1,1,0,0.00,0,0.00,76,40620.00,124.5,9600.00,4482.6,640.00,3318,320.00,65488.6,40.00,30050141
10/144,2010-12-11,15,18,22,24,27,30,10,,4,2,2,4,0,2,4,0,0,1,37963710.00,1,2476210.00,94.5,69870.00,207.5,9600.00,4704.8,640.00,6301.3,320.00,84926.1,40.00,52883848
10/143,2010-12-09,4,10,20,25,33,36,37,20,3,3,2,4,2,1,1,2,0,0,0.00,1,2438150.00,74,87860.00,152,9600.00,4024.3,640.00,4780.9,320.00,77264.7,40.00,49105928
10/142,2010-12-07,12,13,18,20,28,48,14,20,4,2,1,5,0,4,1,0,1,0,0.00,1.5,1259830.00,62,81270.00,167.9,9600.00,4462.6,640.00,4800.4,320.00,80658.7,40.00,42730883
10/141,2010-12-05,9,10,20,42,46,47,27,,3,3,2,4,2,1,0,0,3,0,0.00,3,553540.00,63,70290.00,150,9600.00,3207,640.00,4476.9,320.00,58294.4,40.00,35967933
10/140,2010-12-02,6,11,17,31,40,41,34,,3,3,4,2,1,2,0,2,1,0.5,12569460.00,1,2203720.00,65.5,89710.00,148.9,9600.00,3771.5,640.00,4428.7,320.00,69782.9,40.00,44807854
10/139,2010-11-30,3,14,16,19,45,48,9,,4,2,3,3,1,3,0,0,2,0,0.00,1.5,1341860.00,34,157860.00,162.5,9600.00,2414.5,640.00,4994,320.00,51518.3,40.00,39833040
10/138,2010-11-27,13,17,25,26,43,44,42,17,2,4,4,2,0,2,2,0,2,0,0.00,2,748220.00,47.5,84010.00,102,9600.00,2434.5,640.00,3242.2,320.00,44867.7,40.00,30245380
10/137,2010-11-25,17,22,28,31,39,45,8,,2,4,4,2,0,1,2,2,1,0,0.00,2,635530.00,36.5,92860.00,139.5,9600.00,1846,640.00,3796.1,320.00,35676.1,40.00,26804375
10/136,2010-11-23,1,10,11,24,30,49,35,30,4,2,3,3,2,1,2,0,1,1,8000000.00,2,577700.00,80,38510.00,103.4,9600.00,4435.8,640.00,3423.9,320.00,64251.4,40.00,29558927
10/135,2010-11-20,3,6,9,29,30,33,14,"6,30,33",3,3,4,2,3,0,2,1,0,2.5,11128430.00,3.5,267550.00,306.5,19200.00,227,9600.00,8054.9,640.00,5598.2,320.00,100894,40.00,43971392
10/134,2010-11-18,6,20,30,33,39,47,23,"20,39",2,4,3,3,1,1,1,2,1,0,0.00,2.5,854070.00,60,94890.00,135,9600.00,2709.1,640.00,4237.5,320.00,56362.2,40.00,41264389
10/133,2010-11-16,3,12,20,39,46,49,19,,3,3,3,3,1,2,0,1,2,0.5,18606185.00,2,1345450.00,69,103990.00,258.5,9600.00,4175.5,640.00,7259.5,320.00,81594.8,40.00,56396898
10/132,2010-11-13,7,18,21,28,47,48,35,28,3,3,3,3,1,1,2,0,2,0,0.00,1,1963760.00,86,60890.00,203.5,9600.00,4662.7,640.00,5932.2,320.00,79578.6,40.00,45195821
10/131,2010-11-11,5,6,15,28,29,43,48,"15,43",3,3,4,2,2,1,2,0,1,0.5,23248365.00,1,3190040.00,120,70880.00,245.5,9600.00,6052.2,640.00,6925.5,320.00,108945.1,40.00,66989785
10/130,2010-11-09,4,15,41,43,45,49,18,,2,4,5,1,1,1,0,0,4,0,0.00,3,1325170.00,100.5,105480.00,198.5,9600.00,5712,640.00,6644,320.00,104882.7,40.00,75939693
10/129,2010-11-04,5,9,25,27,33,44,17,"5,25",2,4,5,1,2,0,2,1,1,0,0.00,3,331765.00,65,40830.00,276.8,4800.00,4416.2,320.00,6806.6,160.00,80523.2,20.00,23579528
10/128,2010-11-02,5,17,24,25,36,45,15,24,3,3,4,2,1,1,2,1,1,2,4453715.00,4,325615.00,106,32765.00,427,4800.00,5189.4,320.00,10820.2,160.00,93764.8,20.00,31219817
10/127,2010-10-30,7,8,12,24,30,49,27,8,4,2,2,4,2,1,2,0,1,0,0.00,1,837095.00,91.8,24315.00,249,4800.00,5167,320.00,6184,160.00,88396.8,20.00,21738137
10/126,2010-10-28,8,9,17,31,36,47,46,8,3,3,4,2,2,1,0,2,1,2,7265175.00,3,548705.00,141,31130.00,261,4800.00,6208,320.00,7676,160.00,115606.6,20.00,34887281
10/125,2010-10-26,3,8,14,20,33,41,32,"33,41",4,2,3,3,2,2,0,1,1,0,0.00,4,382665.00,111,36770.00,223,4800.00,4926.4,320.00,6869.8,160.00,96478.4,20.00,31276404
10/124,2010-10-23,1,28,33,41,42,45,8,,1,5,4,2,1,0,1,1,3,0,0.00,1,992665.00,57,46440.00,201.4,4800.00,3277,320.00,6076,160.00,64227.6,20.00,21378467
10/123,2010-10-21,4,9,23,35,46,49,18,,3,3,4,2,2,0,1,1,2,1,19769515.00,1,1921725.00,107,47890.00,288,4800.00,6591,320.00,8908.8,160.00,126262.2,20.00,39853236
10/122,2010-10-19,2,20,29,38,39,43,37,29,2,4,3,3,1,1,1,2,1,0,0.00,1,1739510.00,105,44175.00,274,4800.00,5650.4,320.00,7409.4,160.00,103839.8,20.00,35424615
10/121,2010-10-16,1,29,30,44,45,49,41,,1,5,4,2,1,0,2,0,3,0,0.00,3,420645.00,70,48070.00,171,4800.00,3695,320.00,5214,160.00,73527.2,20.00,25098042
10/120,2010-10-14,4,7,10,26,42,47,13,,3,3,2,4,3,0,1,0,2,0,0.00,3,366325.00,77,38060.00,197,4800.00,4460,320.00,5385.8,160.00,84119.2,20.00,24014976
10/119,2010-10-12,9,13,21,24,38,46,27,,4,2,3,3,1,1,2,1,1,1,5236415.00,4,318090.00,92,36880.00,268,4800.00,4767,320.00,6806,160.00,89296.4,20.00,27792821
10/118,2010-10-09,22,37,41,42,44,45,27,22,1,5,3,3,0,0,1,1,4,1,9257920.00,0,0.00,90,42050.00,187,4800.00,5104.4,320.00,5130,160.00,79782.2,20.00,28417243
10/117,2010-10-07,14,15,21,22,32,40,2,,4,2,2,4,0,2,2,2,0,0,0.00,2,542640.00,84.4,34290.00,234,4800.00,4419.4,320.00,7033.6,160.00,82945.6,20.00,24578756
10/116,2010-10-05,5,6,8,16,29,31,12,16,4,2,3,3,3,1,1,1,0,1,22563575.00,6,308685.00,229,21565.00,856,4800.00,12698.8,320.00,20031.8,160.00,215150.8,20.00,54165390
10/115,2010-10-02,7,16,17,21,27,36,6,21,4,2,4,2,1,2,2,1,0,0,0.00,6,220630.00,142,24855.00,597,4800.00,8068.8,320.00,12155,160.00,129394.8,20.00,36441544
10/114,2010-09-30,9,18,21,22,26,29,27,,4,2,3,3,1,1,4,0,0,0,0.00,11,102055.00,224,13360.00,687.4,4800.00,10060.8,320.00,13177.8,160.00,148706.6,20.00,36715118
10/113,2010-09-28,7,30,31,42,45,49,46,30,1,5,4,2,1,0,1,1,3,0,0.00,3,518640.00,100,41490.00,336,4800.00,5201,320.00,8290,160.00,96408,20.00,33204565
10/112,2010-09-25,16,23,30,37,39,43,5,23,2,4,4,2,0,1,2,2,1,0,0.00,2,664405.00,75,47245.00,238,4800.00,4743.8,320.00,6755,160.00,82599,20.00,28014994
10/111,2010-09-21,10,13,23,35,36,48,47,,3,3,3,3,1,1,1,2,1,1,31023870.00,3,1224870.00,242,40490.00,595,4800.00,14119.8,320.00,15450,160.00,252811.8,20.00,77449805
10/110,2010-09-19,12,17,19,26,33,40,25,,3,3,3,3,0,3,1,2,0,0,0.00,1,1124290.00,154.4,19415.00,234,4800.00,4274.2,320.00,6137.8,160.00,79580,20.00,24631768
10/109,2010-09-16,5,8,31,46,47,49,34,,2,4,4,2,2,0,0,1,3,2,20675100.00,1,2897790.00,310,31155.00,594,4800.00,13924,320.00,16517,160.00,252482.6,20.00,76918176
10/108,2010-09-14,3,4,7,22,30,39,6,39,4,2,3,3,3,0,2,1,0,0,0.00,7,393790.00,206,35680.00,623.8,4800.00,12189,320.00,20121.2,160.00,219676,20.00,64263302
10/107,2010-09-11,10,20,24,35,36,39,12,,3,3,2,4,1,1,1,3,0,0,0.00,1,2034955.00,108,50245.00,348,4800.00,7166,320.00,10961,160.00,131617,20.00,43069901
10/106,2010-09-09,2,4,19,34,37,41,5,2,3,3,3,3,2,1,0,2,1,0,0.00,1,1858760.00,65,76255.00,247,4800.00,5255.6,320.00,7834.6,160.00,104030,20.00,36701524
10/105,2010-09-07,2,3,16,42,43,45,27,"43,45",3,3,3,3,2,1,0,0,3,0,0.00,1,1602730.00,109,39210.00,203,4800.00,5014.2,320.00,6135,160.00,93108,20.00,31785835
10/104,2010-09-04,17,19,25,34,43,45,47,,2,4,5,1,0,2,1,1,2,0,0.00,1,1158240.00,76,40640.00,163,4800.00,3521.2,320.00,4502,160.00,62714.8,20.00,22905735
10/103,2010-09-02,3,7,11,20,23,48,38,,5,1,4,2,2,2,1,0,1,1,13333350.00,5,326565.00,193,22560.00,383,4800.00,8633,320.00,10379,160.00,144632.6,20.00,39104569
10/102,2010-08-30,6,16,39,40,46,49,41,"6,49",2,4,2,4,1,1,0,2,2,0,0.00,1,1144940.00,76,40170.00,175,4800.00,3795,320.00,4921,160.00,67949.6,20.00,23312235
10/101,2010-08-28,1,3,6,7,36,49,42,"1,7,36",4,2,4,2,4,0,0,1,1,0,0.00,1,752930.00,145.4,13805.00,245,4800.00,7967.2,320.00,5460.2,160.00,112946.6,20.00,22914916
10/100,2010-08-26,1,7,9,10,36,44,37,9,4,2,3,3,4,0,0,1,1,1,22008965.00,8,222170.00,257,18440.00,448,4800.00,13863.6,320.00,11808.8,160.00,216022.4,20.00,47810452
10/099,2010-08-24,6,9,11,16,25,37,45,37,4,2,4,2,2,2,1,1,0,0,0.00,7,259765.00,161,30115.00,353,4800.00,8431.2,320.00,8733.4,160.00,151759.6,20.00,41011751
10/098,2010-08-21,18,21,34,37,40,49,28,,2,4,3,3,0,1,1,3,1,0,0.00,0,0.00,64,64805.00,187,4800.00,4072,320.00,5812.2,160.00,79069.2,20.00,29827938
10/097,2010-08-19,8,12,30,43,46,48,35,8,2,4,1,5,1,1,1,0,3,0,0.00,5,235065.00,107,29290.00,218,4800.00,5105,320.00,6469,160.00,84883.8,20.00,25969095
10/096,2010-08-17,2,5,8,22,25,35,16,,4,2,3,3,3,0,2,1,0,4,1288400.00,9,19200.00,714.8,9600.00,585.8,4800.00,13876,320.00,12603.2,160.00,163778,20.00,34482760
10/095,2010-08-14,6,12,17,34,38,46,43,"6,17",3,3,1,5,1,2,0,2,1,0,0.00,3,428905.00,57,60195.00,139,4800.00,3583,320.00,4613,160.00,70674.2,20.00,24799649
10/094,2010-08-12,6,17,29,33,42,48,34,,2,4,3,3,1,1,1,1,2,1,24625810.00,4,600040.00,265,24150.00,412,4800.00,10679,320.00,11256.4,160.00,178860.4,20.00,52512588
10/093,2010-08-10,5,8,12,20,30,39,23,,4,2,2,4,2,2,1,1,0,0,0.00,5,376260.00,191,26265.00,515,4800.00,9776.6,320.00,13056,160.00,171140.6,20.00,46101536
10/092,2010-08-07,3,18,34,41,45,46,37,46,2,4,3,3,1,1,0,1,3,0,0.00,0,0.00,78,57960.00,194,4800.00,4026,320.00,5417,160.00,82502,20.00,31770955
10/091,2010-08-05,8,30,42,46,48,49,7,,1,5,1,5,1,0,1,0,4,0,0.00,1,1223680.00,69,47290.00,180,4800.00,4487,320.00,5814,160.00,75703.4,20.00,25386746
10/090,2010-08-03,9,17,26,31,35,36,42,35,2,4,4,2,1,1,1,3,0,1,34111400.00,5,631260.00,256,32875.00,607,4800.00,12745.6,320.00,16375.4,160.00,231566.6,20.00,69197703
10/089,2010-07-31,12,28,29,33,35,37,22,12,1,5,4,2,0,1,2,3,0,0,0.00,2,1153335.00,135,45560.00,414,4800.00,8057.6,320.00,11939.6,160.00,148738,20.00,48795208
10/088,2010-07-29,12,13,38,41,44,49,22,,2,4,3,3,0,2,0,1,3,0,0.00,0,0.00,91,56945.00,252,4800.00,5177,320.00,7624,160.00,104950.8,20.00,37818128
10/087,2010-07-27,4,17,23,28,43,46,22,,3,3,3,3,1,1,2,0,2,0,0.00,2,824865.00,122,36055.00,227,4800.00,5882.4,320.00,7576,160.00,107162.6,20.00,34098859
10/086,2010-07-24,6,15,22,25,33,42,24,,3,3,3,3,1,1,2,1,1,0,0.00,22,46395.00,142,19165.00,1058,4800.00,6780.4,320.00,10375.4,160.00,120845.8,20.00,34620619
10/085,2010-07-20,5,13,26,29,40,47,42,40,2,4,4,2,1,1,2,1,1,4,7669590.00,2,1334795.00,222,40080.00,583,4800.00,11139.6,320.00,15139,160.00,204291.6,20.00,69107318
10/084,2010-07-17,7,12,30,34,40,48,33,,2,4,1,5,1,1,1,2,1,0,0.00,1,1727915.00,99,46540.00,213,4800.00,5073.4,320.00,7422.2,160.00,99645.2,20.00,34231600
10/083,2010-07-15,2,10,16,18,41,44,31,2,4,2,1,5,2,2,0,0,2,0,0.00,1,1641385.00,78,56115.00,192,4800.00,4057.4,320.00,5656.4,160.00,85858,20.00,31235149
10/082,2010-07-13,2,3,5,25,43,48,24,"2,25",3,3,4,2,3,0,1,0,2,0,0.00,3,434900.00,81,42950.00,194,4800.00,4727.8,320.00,6614,160.00,94745,20.00,27695400
10/081,2010-07-10,2,22,25,27,35,42,13,,2,4,3,3,1,0,3,1,1,2,4610435.00,5,281390.00,137.4,27305.00,252,4800.00,5422.4,320.00,7575.4,160.00,97394.6,20.00,30392817
10/080,2010-07-08,4,16,40,43,46,47,27,46,2,4,2,4,1,1,0,1,3,0,0.00,2,660590.00,85,41445.00,226,4800.00,3487,320.00,4859,160.00,66022.4,20.00,25884380
10/079,2010-07-06,14,17,21,29,42,46,49,"14,21",3,3,3,3,0,2,2,0,2,1,17397970.00,1,2223350.00,127,46680.00,234,4800.00,5841,320.00,7663,160.00,113686.8,20.00,42185959
10/078,2010-07-03,2,13,14,21,45,49,19,21,4,2,4,2,1,2,1,0,2,0,0.00,1,1909305.00,100,50910.00,225,4800.00,5108,320.00,7176.8,160.00,103600.8,20.00,36893441
10/077,2010-06-29,8,11,21,38,41,48,49,"21,41",3,3,3,3,1,1,1,1,2,0,0.00,5,225810.00,106,28400.00,350,4800.00,5371,320.00,9537,160.00,102454.6,20.00,28232086
10/076,2010-06-26,7,13,15,20,21,41,2,,5,1,5,1,1,3,1,0,1,1,16721705.00,1,1749675.00,108,43200.00,299,4800.00,6960.8,320.00,8795.8,160.00,117436.8,20.00,37475683
10/075,2010-06-24,5,23,26,31,34,49,24,,2,4,4,2,1,0,2,2,1,0,0.00,0,0.00,70,61640.00,214,4800.00,4546.8,320.00,7534,160.00,91750.4,20.00,32180260
10/074,2010-06-22,2,4,9,20,35,40,44,"2,35",4,2,2,4,3,1,0,2,0,0,0.00,2,703110.00,85,44115.00,197,4800.00,5168.6,320.00,5282,160.00,98548,20.00,29106820
10/073,2010-06-19,2,8,12,13,27,35,37,,4,2,3,3,2,2,1,1,0,1,14391610.00,6,259010.00,170,24375.00,371,4800.00,8799.8,320.00,9174,160.00,149086.2,20.00,37836032
10/072,2010-06-17,5,11,15,42,45,48,14,5,3,3,4,2,1,2,0,0,3,0,0.00,2,788230.00,91,46195.00,209,4800.00,4902,320.00,6354,160.00,94826,20.00,31544795
10/071,2010-06-15,5,10,18,21,35,49,11,21,4,2,4,2,2,1,1,1,1,0,0.00,2,654450.00,75,46535.00,254,4800.00,4423.8,320.00,7403.4,160.00,84732.6,20.00,27968662
10/070,2010-06-13,2,11,19,20,21,40,43,,5,1,3,3,1,3,1,1,0,1,5000000.00,1,1339710.00,158,22610.00,200,4800.00,5827.4,320.00,5260,160.00,98098.2,20.00,28598276
10/069,2010-06-10,8,26,32,35,36,49,24,8,1,5,2,4,1,0,1,3,1,1,40085640.00,10,373910.00,216,46160.00,737.8,4800.00,12934.4,320.00,19397.8,160.00,250421.6,20.00,79972849
10/068,2010-06-08,7,8,12,21,23,47,10,,5,1,4,2,2,1,2,0,1,0,0.00,11,268735.00,333,23670.00,1192,4800.00,18494,320.00,28081.8,160.00,317291.4,20.00,81731437
10/067,2010-06-05,9,15,30,37,38,40,1,,2,4,3,3,1,1,1,3,0,2,29186880.00,12,404520.00,371,34890.00,1153,4800.00,19977.6,320.00,28743.2,160.00,361272.8,20.00,109840852
10/066,2010-06-03,5,16,19,26,42,44,6,,3,3,2,4,1,2,1,0,2,0,0.00,6,688400.00,235,46865.00,752,4800.00,12961.4,320.00,22634.8,160.00,249743.8,20.00,86357629
10/065,2010-06-01,7,11,13,24,28,46,26,,4,2,3,3,1,2,2,0,1,0,0.00,8,376615.00,230,34930.00,715,4800.00,14267.2,320.00,19237.6,160.00,252927.2,20.00,70753536
10/064,2010-05-29,4,16,25,26,33,42,30,33,2,4,2,4,1,1,2,1,1,0,0.00,3,766160.00,143,42860.00,349,4800.00,7908.6,320.00,9573.4,160.00,147281.2,20.00,47263141
10/063,2010-05-27,9,22,28,32,33,49,18,,2,4,3,3,1,0,2,2,1,0,0.00,3,556200.00,129,34490.00,451.4,4800.00,8643.2,320.00,12429.2,160.00,151683.2,20.00,41072509
10/062,2010-05-25,14,18,30,40,43,46,27,18,2,4,1,5,0,2,1,1,2,0,0.00,1,1826515.00,72,67645.00,272,4800.00,4592.4,320.00,6626.4,160.00,90238.2,20.00,35224501
10/061,2010-05-22,12,17,18,26,29,33,41,,3,3,3,3,0,3,2,1,0,0,0.00,2,555700.00,84,35280.00,170,4800.00,4569,320.00,4750.4,160.00,82729,20.00,23768326
10/060,2010-05-20,4,10,11,15,22,37,49,4,5,1,3,3,2,2,1,1,0,2,19817155.00,10,335605.00,291,30750.00,504,4800.00,14858.2,320.00,15327,160.00,264383.8,20.00,73148922
10/059,2010-05-18,4,7,12,20,39,48,14,39,4,2,2,4,2,2,0,1,1,0,0.00,8,398585.00,179,47500.00,577,4800.00,11032.4,320.00,17540.2,160.00,211300,20.00,67949731
10/058,2010-05-15,1,29,32,39,44,47,17,39,1,5,4,2,1,0,1,2,2,1,18138150.00,1,1987750.00,98,54085.00,257,4800.00,4900,320.00,8083,160.00,97137.4,20.00,38147963
10/057,2010-05-13,16,22,31,37,39,49,32,,2,4,4,2,0,1,1,3,1,0,0.00,1,1717335.00,99,46255.00,252,4800.00,5110,320.00,7563.2,160.00,102361.6,20.00,34598822
10/056,2010-05-11,15,26,29,34,35,40,9,34,1,5,3,3,0,1,2,3,0,0,0.00,0,0.00,69,54985.00,197,4800.00,3870.2,320.00,6702,160.00,76362.2,20.00,28161898
10/055,2010-05-09,1,5,8,21,27,34,20,,4,2,4,2,3,0,2,1,0,1,8994495.00,0,0.00,153,23205.00,308.8,4800.00,7356.8,320.00,8930.4,160.00,127035.8,20.00,32519578
10/054,2010-05-06,2,31,37,38,39,40,44,40,1,5,3,3,1,0,0,5,0,0,0.00,2,654125.00,133,26230.00,153,4800.00,5006,320.00,4305,160.00,77509.6,20.00,26221422
10/053,2010-05-04,19,24,34,40,41,46,15,41,2,4,2,4,0,1,1,2,2,1,15935960.00,1,2099470.00,96,58315.00,206,4800.00,5124.2,320.00,6819,160.00,100025.2,20.00,39075626
10/052,2010-05-02,7,16,26,28,41,44,24,"7,26,41",2,4,2,4,1,1,2,0,2,0,0.00,1,1545845.00,91,45295.00,235,4800.00,4477,320.00,8869.8,160.00,89186.8,20.00,31645273
10/051,2010-04-29,5,7,24,26,41,49,3,,3,3,4,2,2,0,2,0,2,0,0.00,2,631085.00,63,53425.00,168,4800.00,3541,320.00,5885.6,160.00,73881.6,20.00,25195454
10/050,2010-04-27,3,13,18,21,22,33,8,,5,1,4,2,1,2,2,1,0,2,2500000.00,14,61095.00,200.6,11370.00,950.2,4800.00,8289.6,320.00,15638.2,160.00,119510.8,20.00,29009976
